tweets,health_index,depression_risk,anxiety_risk,stress_level,social_isolation,self_esteem_issues,emotional_instability,emotional_signature
"Feeling blessed and happy 😊 ||| Excited about my new project! ||| I had a great day today! ||| Life is beautiful, enjoying every moment ||| Excited about my new project!",87,14,5,4,13,4,18,"Calm, joyful, optimistic"
Feeling lonely and anxious ||| Nothing seems to go right ||| Nothing seems to go right ||| Life is tough sometimes ||| Life is tough sometimes,55,77,68,51,73,64,71,"Sad, withdrawn, anxious"
I can't stand traffic anymore ||| People are driving me crazy ||| People are driving me crazy ||| This is so frustrating! ||| This is so frustrating!,53,23,70,81,23,39,83,"Irritable, stressed, impatient"
Feeling blessed and happy 😊 ||| Excited about my new project! ||| Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊,82,18,13,30,9,15,20,"Calm, joyful, optimistic"
Feeling lonely and anxious ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Feeling lonely and anxious ||| I hate Mondays,36,64,56,58,59,57,66,"Sad, withdrawn, anxious"
"Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Excited about my new project! ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment",100,5,11,22,11,1,17,"Calm, joyful, optimistic"
Had a wonderful lunch with friends ||| Excited about my new project! ||| Excited about my new project! ||| I had a great day today! ||| Feeling blessed and happy 😊,85,15,4,0,11,12,0,"Calm, joyful, optimistic"
Feeling lonely and anxious ||| Nothing seems to go right ||| I hate Mondays ||| Feeling lonely and anxious ||| Feeling down today...,41,62,63,69,49,46,64,"Sad, withdrawn, anxious"
This is so frustrating! ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| People are driving me crazy ||| I can't stand traffic anymore,64,31,47,76,39,25,64,"Irritable, stressed, impatient"
Feeling lonely and anxious ||| Feeling lonely and anxious ||| Nothing seems to go right ||| I hate Mondays ||| Feeling down today...,34,71,68,68,79,49,56,"Sad, withdrawn, anxious"
Nothing seems to go right ||| I hate Mondays ||| Nothing seems to go right ||| Life is tough sometimes ||| Feeling down today...,48,60,58,68,69,54,65,"Sad, withdrawn, anxious"
I hate Mondays ||| I hate Mondays ||| Life is tough sometimes ||| Life is tough sometimes ||| Life is tough sometimes,45,83,55,48,43,62,61,"Sad, withdrawn, anxious"
I had a great day today! ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| I had a great day today!,99,17,11,15,20,14,15,"Calm, joyful, optimistic"
"Life is beautiful, enjoying every moment ||| I had a great day today! ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| Had a wonderful lunch with friends",96,11,6,15,9,20,16,"Calm, joyful, optimistic"
I hate Mondays ||| Life is tough sometimes ||| Nothing seems to go right ||| I hate Mondays ||| Nothing seems to go right,48,87,58,41,74,67,73,"Sad, withdrawn, anxious"
I can't stand traffic anymore ||| Why does this always happen to me? ||| This is so frustrating! ||| Why does this always happen to me? ||| This is so frustrating!,70,50,48,86,36,42,61,"Irritable, stressed, impatient"
Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Angry and exhausted 😡,49,37,53,79,35,49,83,"Irritable, stressed, impatient"
Why does this always happen to me? ||| People are driving me crazy ||| People are driving me crazy ||| This is so frustrating! ||| This is so frustrating!,61,42,47,83,37,26,82,"Irritable, stressed, impatient"
I hate Mondays ||| Feeling down today... ||| Life is tough sometimes ||| Nothing seems to go right ||| Nothing seems to go right,34,77,69,65,57,49,70,"Sad, withdrawn, anxious"
"Had a wonderful lunch with friends ||| I had a great day today! ||| Life is beautiful, enjoying every moment ||| I had a great day today! ||| Excited about my new project!",97,10,12,27,9,16,14,"Calm, joyful, optimistic"
Feeling down today... ||| Feeling lonely and anxious ||| I hate Mondays ||| Life is tough sometimes ||| Life is tough sometimes,38,85,63,64,55,61,67,"Sad, withdrawn, anxious"
I had a great day today! ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊,98,12,12,30,6,10,9,"Calm, joyful, optimistic"
Angry and exhausted 😡 ||| Why does this always happen to me? ||| This is so frustrating! ||| This is so frustrating! ||| I can't stand traffic anymore,57,23,64,79,45,38,88,"Irritable, stressed, impatient"
Feeling down today... ||| I hate Mondays ||| Nothing seems to go right ||| Life is tough sometimes ||| Nothing seems to go right,37,79,60,63,45,54,53,"Sad, withdrawn, anxious"
Feeling down today... ||| I hate Mondays ||| Feeling down today... ||| Feeling lonely and anxious ||| Feeling lonely and anxious,43,72,77,65,68,63,62,"Sad, withdrawn, anxious"
Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊,94,4,9,21,10,2,10,"Calm, joyful, optimistic"
"Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Excited about my new project!",84,11,10,19,0,11,5,"Calm, joyful, optimistic"
People are driving me crazy ||| Why does this always happen to me? ||| People are driving me crazy ||| People are driving me crazy ||| Why does this always happen to me?,63,38,41,69,43,36,62,"Irritable, stressed, impatient"
This is so frustrating! ||| People are driving me crazy ||| Why does this always happen to me? ||| I can't stand traffic anymore ||| Why does this always happen to me?,68,21,55,90,22,39,68,"Irritable, stressed, impatient"
I can't stand traffic anymore ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Why does this always happen to me?,68,38,60,73,33,26,73,"Irritable, stressed, impatient"
"Excited about my new project! ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Excited about my new project!",96,5,0,18,4,20,15,"Calm, joyful, optimistic"
"Had a wonderful lunch with friends ||| I had a great day today! ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment",81,18,10,25,15,8,12,"Calm, joyful, optimistic"
Excited about my new project! ||| I had a great day today! ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| Excited about my new project!,98,14,9,21,9,17,11,"Calm, joyful, optimistic"
People are driving me crazy ||| This is so frustrating! ||| Why does this always happen to me? ||| People are driving me crazy ||| Why does this always happen to me?,44,22,64,64,26,37,84,"Irritable, stressed, impatient"
This is so frustrating! ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Why does this always happen to me? ||| People are driving me crazy,42,25,62,64,29,30,71,"Irritable, stressed, impatient"
People are driving me crazy ||| This is so frustrating! ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| People are driving me crazy,70,41,44,68,28,23,62,"Irritable, stressed, impatient"
Feeling down today... ||| Life is tough sometimes ||| Feeling down today... ||| Life is tough sometimes ||| Nothing seems to go right,37,65,58,54,56,66,67,"Sad, withdrawn, anxious"
I hate Mondays ||| I hate Mondays ||| Life is tough sometimes ||| Nothing seems to go right ||| I hate Mondays,52,73,76,41,43,52,77,"Sad, withdrawn, anxious"
Feeling lonely and anxious ||| Feeling down today... ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| Feeling lonely and anxious,53,78,50,60,70,49,61,"Sad, withdrawn, anxious"
Feeling lonely and anxious ||| Feeling lonely and anxious ||| Feeling down today... ||| Feeling lonely and anxious ||| Nothing seems to go right,34,61,71,46,60,45,74,"Sad, withdrawn, anxious"
"Excited about my new project! ||| Excited about my new project! ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment",93,1,14,25,9,14,13,"Calm, joyful, optimistic"
"I had a great day today! ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment",81,6,2,30,0,4,9,"Calm, joyful, optimistic"
Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends ||| I had a great day today! ||| Had a wonderful lunch with friends ||| I had a great day today!,83,9,5,23,15,18,8,"Calm, joyful, optimistic"
I had a great day today! ||| I had a great day today! ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| Feeling blessed and happy 😊,80,19,18,19,18,7,19,"Calm, joyful, optimistic"
"Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| I had a great day today!",97,19,8,25,3,6,17,"Calm, joyful, optimistic"
I hate Mondays ||| Feeling down today... ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Feeling lonely and anxious,48,83,58,43,46,54,58,"Sad, withdrawn, anxious"
Angry and exhausted 😡 ||| This is so frustrating! ||| Angry and exhausted 😡 ||| Why does this always happen to me? ||| This is so frustrating!,56,22,41,78,39,34,68,"Irritable, stressed, impatient"
"I had a great day today! ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| I had a great day today!",94,12,19,18,15,12,18,"Calm, joyful, optimistic"
"Life is beautiful, enjoying every moment ||| I had a great day today! ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Excited about my new project!",92,9,12,16,8,17,20,"Calm, joyful, optimistic"
Why does this always happen to me? ||| People are driving me crazy ||| Angry and exhausted 😡 ||| People are driving me crazy ||| People are driving me crazy,58,43,53,85,27,27,90,"Irritable, stressed, impatient"
Had a wonderful lunch with friends ||| I had a great day today! ||| Had a wonderful lunch with friends ||| I had a great day today! ||| I had a great day today!,87,5,12,6,6,14,9,"Calm, joyful, optimistic"
Feeling down today... ||| I hate Mondays ||| Life is tough sometimes ||| Feeling lonely and anxious ||| Life is tough sometimes,37,79,57,46,46,64,78,"Sad, withdrawn, anxious"
Life is tough sometimes ||| Life is tough sometimes ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| Life is tough sometimes,44,65,61,55,52,51,68,"Sad, withdrawn, anxious"
I can't stand traffic anymore ||| People are driving me crazy ||| People are driving me crazy ||| People are driving me crazy ||| I can't stand traffic anymore,58,23,59,88,47,21,69,"Irritable, stressed, impatient"
"Life is beautiful, enjoying every moment ||| I had a great day today! ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends",85,10,13,22,4,5,1,"Calm, joyful, optimistic"
Feeling down today... ||| Feeling down today... ||| Feeling down today... ||| I hate Mondays ||| Feeling lonely and anxious,36,82,59,47,59,65,74,"Sad, withdrawn, anxious"
People are driving me crazy ||| Why does this always happen to me? ||| This is so frustrating! ||| Why does this always happen to me? ||| People are driving me crazy,59,34,70,83,35,28,76,"Irritable, stressed, impatient"
"I had a great day today! ||| Excited about my new project! ||| I had a great day today! ||| Excited about my new project! ||| Life is beautiful, enjoying every moment",91,20,11,14,17,14,18,"Calm, joyful, optimistic"
Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| This is so frustrating! ||| This is so frustrating! ||| I can't stand traffic anymore,54,21,64,64,31,25,86,"Irritable, stressed, impatient"
People are driving me crazy ||| I can't stand traffic anymore ||| This is so frustrating! ||| This is so frustrating! ||| This is so frustrating!,52,28,63,74,50,46,61,"Irritable, stressed, impatient"
Feeling lonely and anxious ||| Nothing seems to go right ||| Life is tough sometimes ||| I hate Mondays ||| Nothing seems to go right,37,87,69,53,80,42,50,"Sad, withdrawn, anxious"
This is so frustrating! ||| I can't stand traffic anymore ||| People are driving me crazy ||| People are driving me crazy ||| This is so frustrating!,49,29,41,60,31,50,77,"Irritable, stressed, impatient"
Feeling down today... ||| I hate Mondays ||| I hate Mondays ||| Life is tough sometimes ||| Nothing seems to go right,58,63,76,42,48,50,69,"Sad, withdrawn, anxious"
Why does this always happen to me? ||| People are driving me crazy ||| I can't stand traffic anymore ||| This is so frustrating! ||| Why does this always happen to me?,53,33,63,70,39,46,89,"Irritable, stressed, impatient"
Why does this always happen to me? ||| I can't stand traffic anymore ||| This is so frustrating! ||| Angry and exhausted 😡 ||| People are driving me crazy,52,47,46,80,48,44,75,"Irritable, stressed, impatient"
Feeling lonely and anxious ||| Feeling lonely and anxious ||| Feeling down today... ||| Nothing seems to go right ||| Nothing seems to go right,59,67,58,67,79,52,73,"Sad, withdrawn, anxious"
This is so frustrating! ||| People are driving me crazy ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Angry and exhausted 😡,59,33,58,64,33,44,60,"Irritable, stressed, impatient"
Feeling lonely and anxious ||| Life is tough sometimes ||| Feeling down today... ||| Nothing seems to go right ||| Life is tough sometimes,60,60,55,48,46,62,66,"Sad, withdrawn, anxious"
Feeling down today... ||| Nothing seems to go right ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| Nothing seems to go right,49,64,54,65,62,52,65,"Sad, withdrawn, anxious"
Nothing seems to go right ||| Life is tough sometimes ||| Feeling lonely and anxious ||| Feeling down today... ||| Nothing seems to go right,55,87,66,50,47,40,58,"Sad, withdrawn, anxious"
This is so frustrating! ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| Why does this always happen to me? ||| Angry and exhausted 😡,51,30,44,63,22,42,74,"Irritable, stressed, impatient"
Excited about my new project! ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| I had a great day today! ||| Feeling blessed and happy 😊,96,3,19,22,12,1,3,"Calm, joyful, optimistic"
Feeling down today... ||| I hate Mondays ||| Life is tough sometimes ||| Feeling lonely and anxious ||| Nothing seems to go right,58,64,70,68,42,54,57,"Sad, withdrawn, anxious"
"Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| Life is beautiful, enjoying every moment ||| I had a great day today!",86,15,2,0,17,7,0,"Calm, joyful, optimistic"
Angry and exhausted 😡 ||| This is so frustrating! ||| Why does this always happen to me? ||| Why does this always happen to me? ||| People are driving me crazy,57,24,59,74,36,26,70,"Irritable, stressed, impatient"
This is so frustrating! ||| Angry and exhausted 😡 ||| People are driving me crazy ||| I can't stand traffic anymore ||| I can't stand traffic anymore,68,43,56,83,22,30,83,"Irritable, stressed, impatient"
People are driving me crazy ||| I can't stand traffic anymore ||| I can't stand traffic anymore ||| I can't stand traffic anymore ||| This is so frustrating!,51,38,64,79,33,43,61,"Irritable, stressed, impatient"
Why does this always happen to me? ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Why does this always happen to me? ||| Why does this always happen to me?,51,21,41,60,21,39,64,"Irritable, stressed, impatient"
"Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends",85,14,1,2,4,19,10,"Calm, joyful, optimistic"
Angry and exhausted 😡 ||| People are driving me crazy ||| I can't stand traffic anymore ||| Why does this always happen to me? ||| Angry and exhausted 😡,45,37,69,71,25,28,75,"Irritable, stressed, impatient"
Angry and exhausted 😡 ||| Why does this always happen to me? ||| I can't stand traffic anymore ||| Angry and exhausted 😡 ||| This is so frustrating!,47,47,42,73,32,27,79,"Irritable, stressed, impatient"
Life is tough sometimes ||| I hate Mondays ||| Feeling lonely and anxious ||| I hate Mondays ||| Life is tough sometimes,58,88,78,44,80,65,74,"Sad, withdrawn, anxious"
Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| I can't stand traffic anymore ||| I can't stand traffic anymore ||| Why does this always happen to me?,50,26,41,70,29,41,67,"Irritable, stressed, impatient"
Feeling down today... ||| Feeling down today... ||| Feeling down today... ||| Nothing seems to go right ||| Feeling down today...,34,74,70,45,64,64,58,"Sad, withdrawn, anxious"
People are driving me crazy ||| People are driving me crazy ||| Angry and exhausted 😡 ||| I can't stand traffic anymore ||| Why does this always happen to me?,50,27,54,60,34,37,81,"Irritable, stressed, impatient"
Feeling down today... ||| I hate Mondays ||| Life is tough sometimes ||| Feeling lonely and anxious ||| Nothing seems to go right,40,88,67,50,78,67,79,"Sad, withdrawn, anxious"
Why does this always happen to me? ||| This is so frustrating! ||| Why does this always happen to me? ||| People are driving me crazy ||| Angry and exhausted 😡,43,44,55,76,40,48,88,"Irritable, stressed, impatient"
"I had a great day today! ||| Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊",84,9,1,7,18,6,6,"Calm, joyful, optimistic"
I had a great day today! ||| Excited about my new project! ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends,98,7,2,25,20,7,18,"Calm, joyful, optimistic"
"Life is beautiful, enjoying every moment ||| I had a great day today! ||| Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Life is beautiful, enjoying every moment",83,15,11,28,5,15,7,"Calm, joyful, optimistic"
This is so frustrating! ||| I can't stand traffic anymore ||| This is so frustrating! ||| This is so frustrating! ||| Angry and exhausted 😡,55,29,62,60,48,32,81,"Irritable, stressed, impatient"
"Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| I had a great day today!",88,2,1,18,17,7,19,"Calm, joyful, optimistic"
"I had a great day today! ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment",82,7,4,5,19,15,9,"Calm, joyful, optimistic"
People are driving me crazy ||| People are driving me crazy ||| Why does this always happen to me? ||| Why does this always happen to me? ||| I can't stand traffic anymore,46,41,56,60,50,36,81,"Irritable, stressed, impatient"
Had a wonderful lunch with friends ||| Excited about my new project! ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| I had a great day today!,91,20,4,25,19,13,5,"Calm, joyful, optimistic"
"Excited about my new project! ||| Excited about my new project! ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| I had a great day today!",86,2,4,28,20,18,12,"Calm, joyful, optimistic"
Feeling lonely and anxious ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| Nothing seems to go right ||| Feeling lonely and anxious,54,63,76,69,67,62,66,"Sad, withdrawn, anxious"
People are driving me crazy ||| Why does this always happen to me? ||| Why does this always happen to me? ||| This is so frustrating! ||| This is so frustrating!,50,26,64,85,45,34,66,"Irritable, stressed, impatient"
I hate Mondays ||| Life is tough sometimes ||| Life is tough sometimes ||| Nothing seems to go right ||| I hate Mondays,32,68,71,58,80,43,69,"Sad, withdrawn, anxious"
Excited about my new project! ||| Had a wonderful lunch with friends ||| I had a great day today! ||| Excited about my new project! ||| Feeling blessed and happy 😊,85,14,8,15,19,15,3,"Calm, joyful, optimistic"
Nothing seems to go right ||| Nothing seems to go right ||| Feeling down today... ||| Feeling down today... ||| I hate Mondays,60,77,74,44,76,52,57,"Sad, withdrawn, anxious"
"I had a great day today! ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment",95,12,11,3,16,11,4,"Calm, joyful, optimistic"
"Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Excited about my new project! ||| Excited about my new project! ||| Excited about my new project!",86,7,10,1,7,17,20,"Calm, joyful, optimistic"
Why does this always happen to me? ||| Why does this always happen to me? ||| Why does this always happen to me? ||| Angry and exhausted 😡 ||| Why does this always happen to me?,52,39,46,66,32,43,71,"Irritable, stressed, impatient"
Life is tough sometimes ||| Life is tough sometimes ||| Feeling down today... ||| Feeling down today... ||| Feeling lonely and anxious,48,73,60,50,67,41,79,"Sad, withdrawn, anxious"
Nothing seems to go right ||| Life is tough sometimes ||| I hate Mondays ||| I hate Mondays ||| Feeling lonely and anxious,43,69,56,64,51,54,62,"Sad, withdrawn, anxious"
Angry and exhausted 😡 ||| Why does this always happen to me? ||| People are driving me crazy ||| I can't stand traffic anymore ||| I can't stand traffic anymore,49,29,46,68,24,50,83,"Irritable, stressed, impatient"
I can't stand traffic anymore ||| Why does this always happen to me? ||| I can't stand traffic anymore ||| Angry and exhausted 😡 ||| This is so frustrating!,42,43,45,67,44,22,68,"Irritable, stressed, impatient"
"Excited about my new project! ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Excited about my new project! ||| Had a wonderful lunch with friends",86,7,18,12,15,19,10,"Calm, joyful, optimistic"
This is so frustrating! ||| This is so frustrating! ||| People are driving me crazy ||| Angry and exhausted 😡 ||| I can't stand traffic anymore,67,21,49,67,47,26,83,"Irritable, stressed, impatient"
Had a wonderful lunch with friends ||| Excited about my new project! ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| Excited about my new project!,87,7,9,6,8,17,0,"Calm, joyful, optimistic"
"I had a great day today! ||| Had a wonderful lunch with friends ||| Excited about my new project! ||| Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends",95,1,17,24,13,14,4,"Calm, joyful, optimistic"
Feeling lonely and anxious ||| I hate Mondays ||| Feeling lonely and anxious ||| Feeling down today... ||| Feeling down today...,43,65,57,49,68,52,59,"Sad, withdrawn, anxious"
Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Why does this always happen to me? ||| Why does this always happen to me?,49,47,66,81,25,43,82,"Irritable, stressed, impatient"
I had a great day today! ||| Excited about my new project! ||| I had a great day today! ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊,85,8,19,1,1,11,3,"Calm, joyful, optimistic"
Feeling blessed and happy 😊 ||| I had a great day today! ||| I had a great day today! ||| Feeling blessed and happy 😊 ||| Had a wonderful lunch with friends,93,15,7,12,8,9,10,"Calm, joyful, optimistic"
Why does this always happen to me? ||| Angry and exhausted 😡 ||| People are driving me crazy ||| I can't stand traffic anymore ||| Why does this always happen to me?,49,28,45,79,39,28,85,"Irritable, stressed, impatient"
Feeling down today... ||| I hate Mondays ||| Life is tough sometimes ||| Feeling down today... ||| Feeling down today...,52,70,74,65,59,47,75,"Sad, withdrawn, anxious"
Angry and exhausted 😡 ||| I can't stand traffic anymore ||| I can't stand traffic anymore ||| People are driving me crazy ||| Why does this always happen to me?,53,33,47,81,43,24,64,"Irritable, stressed, impatient"
Why does this always happen to me? ||| People are driving me crazy ||| I can't stand traffic anymore ||| Angry and exhausted 😡 ||| I can't stand traffic anymore,56,32,41,86,48,47,83,"Irritable, stressed, impatient"
"Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| I had a great day today! ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment",80,6,6,4,1,16,7,"Calm, joyful, optimistic"
I hate Mondays ||| Nothing seems to go right ||| Feeling down today... ||| Life is tough sometimes ||| Feeling lonely and anxious,53,76,80,59,73,50,61,"Sad, withdrawn, anxious"
Feeling down today... ||| Life is tough sometimes ||| Nothing seems to go right ||| I hate Mondays ||| Life is tough sometimes,31,63,51,69,74,51,75,"Sad, withdrawn, anxious"
"Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Excited about my new project! ||| I had a great day today! ||| Had a wonderful lunch with friends",86,12,11,25,8,12,11,"Calm, joyful, optimistic"
Feeling down today... ||| Nothing seems to go right ||| Nothing seems to go right ||| Feeling down today... ||| Life is tough sometimes,42,67,53,56,74,49,69,"Sad, withdrawn, anxious"
Nothing seems to go right ||| Life is tough sometimes ||| Life is tough sometimes ||| Nothing seems to go right ||| I hate Mondays,37,69,68,56,59,66,74,"Sad, withdrawn, anxious"
This is so frustrating! ||| This is so frustrating! ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| I can't stand traffic anymore,53,24,42,78,32,43,72,"Irritable, stressed, impatient"
People are driving me crazy ||| Angry and exhausted 😡 ||| This is so frustrating! ||| Why does this always happen to me? ||| People are driving me crazy,68,41,43,80,33,23,82,"Irritable, stressed, impatient"
Life is tough sometimes ||| Life is tough sometimes ||| Feeling down today... ||| Feeling down today... ||| Nothing seems to go right,36,65,78,48,40,64,72,"Sad, withdrawn, anxious"
People are driving me crazy ||| I can't stand traffic anymore ||| This is so frustrating! ||| This is so frustrating! ||| People are driving me crazy,49,31,55,61,36,32,73,"Irritable, stressed, impatient"
"Excited about my new project! ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Feeling blessed and happy 😊 ||| I had a great day today!",82,2,9,4,11,1,20,"Calm, joyful, optimistic"
Feeling lonely and anxious ||| Feeling down today... ||| Feeling lonely and anxious ||| Feeling down today... ||| I hate Mondays,49,83,54,51,46,47,60,"Sad, withdrawn, anxious"
I hate Mondays ||| Feeling down today... ||| Feeling down today... ||| Feeling down today... ||| Feeling lonely and anxious,51,85,58,54,67,44,58,"Sad, withdrawn, anxious"
Why does this always happen to me? ||| This is so frustrating! ||| This is so frustrating! ||| Why does this always happen to me? ||| People are driving me crazy,45,31,53,84,37,48,81,"Irritable, stressed, impatient"
"Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Feeling blessed and happy 😊 ||| Excited about my new project! ||| Excited about my new project!",87,17,3,8,5,17,19,"Calm, joyful, optimistic"
This is so frustrating! ||| People are driving me crazy ||| Angry and exhausted 😡 ||| Why does this always happen to me? ||| Why does this always happen to me?,64,34,57,81,39,27,76,"Irritable, stressed, impatient"
Life is tough sometimes ||| Nothing seems to go right ||| Feeling down today... ||| Feeling down today... ||| I hate Mondays,37,69,67,66,55,62,59,"Sad, withdrawn, anxious"
Excited about my new project! ||| Had a wonderful lunch with friends ||| Excited about my new project! ||| Had a wonderful lunch with friends ||| Excited about my new project!,95,8,4,8,9,19,17,"Calm, joyful, optimistic"
I hate Mondays ||| Feeling lonely and anxious ||| Feeling lonely and anxious ||| I hate Mondays ||| Nothing seems to go right,38,85,54,51,44,65,76,"Sad, withdrawn, anxious"
I had a great day today! ||| Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| I had a great day today!,88,13,4,27,18,5,11,"Calm, joyful, optimistic"
"Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Life is beautiful, enjoying every moment ||| I had a great day today! ||| Life is beautiful, enjoying every moment",80,19,15,0,9,3,15,"Calm, joyful, optimistic"
"Life is beautiful, enjoying every moment ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment",87,3,5,15,4,18,1,"Calm, joyful, optimistic"
Angry and exhausted 😡 ||| This is so frustrating! ||| Why does this always happen to me? ||| People are driving me crazy ||| Angry and exhausted 😡,42,46,51,72,48,25,61,"Irritable, stressed, impatient"
Life is tough sometimes ||| Nothing seems to go right ||| Feeling down today... ||| Nothing seems to go right ||| Feeling lonely and anxious,46,81,71,49,55,41,77,"Sad, withdrawn, anxious"
"Had a wonderful lunch with friends ||| Had a wonderful lunch with friends ||| Feeling blessed and happy 😊 ||| Life is beautiful, enjoying every moment ||| Life is beautiful, enjoying every moment",99,13,0,20,9,12,4,"Calm, joyful, optimistic"
Angry and exhausted 😡 ||| People are driving me crazy ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| I can't stand traffic anymore,54,34,48,63,48,40,84,"Irritable, stressed, impatient"
Why does this always happen to me? ||| People are driving me crazy ||| This is so frustrating! ||| I can't stand traffic anymore ||| People are driving me crazy,55,28,67,60,31,26,82,"Irritable, stressed, impatient"
Angry and exhausted 😡 ||| I can't stand traffic anymore ||| People are driving me crazy ||| Angry and exhausted 😡 ||| This is so frustrating!,47,23,65,63,24,38,76,"Irritable, stressed, impatient"
Nothing seems to go right ||| Nothing seems to go right ||| Feeling lonely and anxious ||| Feeling down today... ||| Life is tough sometimes,47,62,72,67,49,51,69,"Sad, withdrawn, anxious"
Why does this always happen to me? ||| Angry and exhausted 😡 ||| Angry and exhausted 😡 ||| Why does this always happen to me? ||| Angry and exhausted 😡,58,36,54,61,32,48,76,"Irritable, stressed, impatient"
